step_number,epoch_number,training_loss
1,0,1.5272655487060547
2,0,1.2229149341583252
3,0,0.9666285514831543
4,0,0.726012110710144
5,0,0.7932339310646057
6,0,0.6245148181915283
7,0,0.7026894092559814
8,0,0.6786635518074036
9,0,0.5758876800537109
10,0,0.6041184663772583
11,0,0.5195063352584839
12,0,0.4860847294330597
13,0,0.5340040922164917
14,0,0.4908755123615265
15,0,0.4942532777786255
16,0,0.4796489477157593
17,0,0.40645456314086914
18,0,0.4179387092590332
19,0,0.4369508922100067
20,0,0.4113697111606598
21,0,0.3685120940208435
22,0,0.5026350021362305
23,0,0.43266260623931885
24,0,0.4211024343967438
25,0,0.4279802441596985
26,0,0.35781174898147583
27,0,0.3618526756763458
28,0,0.4487096667289734
29,0,0.4429829716682434
30,0,0.3337599039077759
31,0,0.2791087329387665
32,0,0.3601093888282776
33,0,0.3372611999511719
34,0,0.36735859513282776
35,0,0.32096463441848755
36,0,0.31769442558288574
37,0,0.327197790145874
38,0,0.29881560802459717
39,0,0.3519943952560425
40,0,0.30178922414779663
41,0,0.26649168133735657
42,0,0.31738829612731934
43,0,0.2798173427581787
44,0,0.30004459619522095
45,0,0.329448401927948
46,0,0.3278963267803192
47,0,0.3011206388473511
48,0,0.20231489837169647
49,0,0.24685409665107727
50,0,0.26289188861846924
51,0,0.23470887541770935
52,0,0.29880863428115845
53,0,0.22737500071525574
54,0,0.2749408185482025
55,0,0.23493324220180511
56,0,0.24605028331279755
57,0,0.24234628677368164
58,0,0.275471568107605
59,0,0.2926904261112213
60,0,0.22202977538108826
61,0,0.24122808873653412
62,0,0.22618184983730316
63,0,0.2540598511695862
64,0,0.19094020128250122
65,0,0.20356830954551697
66,0,0.20699048042297363
67,0,0.15529808402061462
68,0,0.25199320912361145
69,0,0.1751600205898285
70,0,0.225128635764122
71,0,0.22216135263442993
72,0,0.19177237153053284
73,0,0.22689691185951233
74,0,0.1768699437379837
75,0,0.22410565614700317
76,0,0.16003990173339844
77,0,0.19659189879894257
78,0,0.18541894853115082
79,0,0.16363094747066498
80,0,0.17530837655067444
81,0,0.20150211453437805
82,0,0.16906586289405823
83,0,0.1283593326807022
84,0,0.19684728980064392
85,0,0.17943784594535828
86,0,0.15385526418685913
87,0,0.18405750393867493
88,0,0.19213849306106567
89,0,0.15365374088287354
90,0,0.23150697350502014
91,0,0.14063997566699982
92,0,0.1897820383310318
93,0,0.1433420181274414
94,0,0.16734877228736877
95,0,0.1163129061460495
96,0,0.14943963289260864
97,0,0.15916691720485687
98,0,0.1614125818014145
99,0,0.1305985301733017
100,0,0.16596274077892303
101,0,0.15014100074768066
102,0,0.11607053130865097
103,0,0.13691562414169312
104,0,0.14766784012317657
105,0,0.15168294310569763
106,0,0.13587385416030884
107,0,0.1622517853975296
108,0,0.11887698620557785
109,0,0.12940044701099396
110,0,0.13619962334632874
111,0,0.08868153393268585
112,0,0.13394874334335327
113,0,0.10666614025831223
114,0,0.1332371085882187
115,0,0.10925063490867615
116,0,0.10384173691272736
117,0,0.09236293286085129
118,0,0.15655368566513062
119,0,0.07400549203157425
120,0,0.12188149243593216
121,0,0.0920376256108284
122,0,0.140338733792305
123,0,0.13383477926254272
124,0,0.12563256919384003
125,0,0.11049322783946991
126,0,0.09700925648212433
127,0,0.07574526965618134
128,0,0.08392751216888428
129,0,0.08650638908147812
130,0,0.14126330614089966
131,0,0.13941481709480286
132,0,0.12402884662151337
133,0,0.09427963197231293
134,0,0.12897272408008575
135,0,0.10344627499580383
136,0,0.11530489474534988
137,0,0.10354597866535187
138,0,0.09214380383491516
139,0,0.09614482522010803
140,0,0.13388770818710327
141,0,0.14711704850196838
142,0,0.13558167219161987
143,0,0.10660777986049652
144,0,0.09452853351831436
145,0,0.12619566917419434
146,0,0.07941926270723343
147,0,0.11866776645183563
148,0,0.0889265164732933
149,0,0.08762867003679276
150,0,0.08440990746021271
151,0,0.12921351194381714
152,0,0.09330001473426819
153,0,0.08163896948099136
154,0,0.1318051666021347
155,0,0.09196069836616516
156,0,0.07819007337093353
157,0,0.11862734705209732
158,0,0.07773233950138092
159,0,0.07044505327939987
160,0,0.09665092825889587
161,0,0.09764042496681213
162,0,0.11463569104671478
163,0,0.09530231356620789
164,0,0.10521590709686279
165,0,0.13971398770809174
166,0,0.12620492279529572
167,0,0.09034797549247742
168,0,0.07530412077903748
169,0,0.06808626651763916
170,0,0.1303621232509613
171,0,0.07548961043357849
172,0,0.09808341413736343
173,0,0.0896727591753006
174,0,0.078386589884758
175,0,0.1107754185795784
176,0,0.10293319821357727
177,0,0.08079113811254501
178,0,0.09809058904647827
179,0,0.10833527147769928
180,0,0.11518297344446182
181,0,0.09218494594097137
182,0,0.11442040652036667
183,0,0.1088443398475647
184,0,0.1310807317495346
185,0,0.10881459712982178
186,0,0.08715128898620605
187,0,0.08570952713489532
188,0,0.0873437225818634
189,0,0.11133745312690735
190,0,0.08622206002473831
191,0,0.11427827179431915
192,0,0.1081632599234581
193,0,0.1012318804860115
194,0,0.09975386410951614
195,0,0.09741877019405365
196,0,0.10801993310451508
197,0,0.10688935220241547
198,0,0.05902181565761566
199,0,0.1094861552119255
200,0,0.07776039838790894
201,0,0.09740012139081955
202,0,0.11468257009983063
203,0,0.1218361184000969
204,0,0.1431119590997696
205,0,0.07747197151184082
206,0,0.08550029993057251
207,0,0.09735384583473206
208,0,0.058838702738285065
209,0,0.08172956109046936
210,0,0.09271182119846344
211,0,0.10477743297815323
212,0,0.11674198508262634
213,0,0.0955573245882988
214,0,0.09373852610588074
215,0,0.08525020629167557
216,0,0.1402389258146286
217,0,0.09851144254207611
218,0,0.08341866731643677
219,0,0.09148667752742767
220,0,0.08545772731304169
221,0,0.07262018322944641
222,0,0.08043889701366425
223,0,0.0901854932308197
224,0,0.09897918254137039
225,0,0.07454763352870941
226,0,0.09332281351089478
227,0,0.08938534557819366
228,0,0.10038788616657257
229,0,0.07262621819972992
230,0,0.0809394121170044
231,0,0.07233608514070511
232,0,0.07862216234207153
233,0,0.0553213395178318
234,0,0.0919422060251236
235,0,0.09662053734064102
236,0,0.0871286392211914
237,0,0.07782213389873505
238,0,0.10687689483165741
239,0,0.07723616808652878
240,0,0.0857853889465332
241,0,0.06976167857646942
242,0,0.0843452662229538
243,0,0.08911797404289246
244,0,0.08782704919576645
245,0,0.15958067774772644
246,0,0.07694745808839798
247,0,0.07744678854942322
248,0,0.06276347488164902
249,0,0.08803452551364899
250,0,0.07400595396757126
251,0,0.05864064395427704
252,0,0.06995391845703125
253,0,0.08357898145914078
254,0,0.07704997062683105
255,0,0.1251799464225769
256,0,0.10942088067531586
257,0,0.09404339641332626
258,0,0.07075600326061249
259,0,0.07813496887683868
260,0,0.07254491746425629
261,0,0.08668900281190872
262,0,0.11274148523807526
263,0,0.1139359176158905
264,0,0.08998067677021027
265,0,0.06357879936695099
266,0,0.06366722285747528
267,0,0.06058346480131149
268,0,0.08331302553415298
269,0,0.06478728353977203
270,0,0.06754699349403381
271,0,0.08791026473045349
272,0,0.07484132051467896
273,0,0.08805585652589798
274,0,0.05469515547156334
275,0,0.08839587867259979
276,0,0.10528965294361115
277,0,0.0674726814031601
278,0,0.06561635434627533
279,0,0.07619374990463257
280,0,0.09713373333215714
281,0,0.10626468807458878
282,0,0.06578464806079865
283,0,0.08812442421913147
284,0,0.08722932636737823
285,0,0.055522918701171875
286,0,0.05190515145659447
287,0,0.05545823648571968
288,0,0.07264091074466705
289,0,0.0873408243060112
290,0,0.07827502489089966
291,0,0.12058070302009583
292,0,0.04867758974432945
293,0,0.07115644961595535
294,0,0.06957214325666428
295,0,0.08633604645729065
296,0,0.06945274770259857
297,1,0.051513925194740295
298,1,0.05498327314853668
299,1,0.0655917078256607
300,1,0.056039199233055115
301,1,0.07266905903816223
302,1,0.06462328135967255
303,1,0.07946859300136566
304,1,0.05115147680044174
305,1,0.08563825488090515
306,1,0.08412863314151764
307,1,0.06723857671022415
308,1,0.0907863900065422
309,1,0.06485319137573242
310,1,0.10133825242519379
311,1,0.07844730466604233
312,1,0.05936150625348091
313,1,0.048598743975162506
314,1,0.07331700623035431
315,1,0.06951607018709183
316,1,0.06025368347764015
317,1,0.05111502856016159
318,1,0.07307511568069458
319,1,0.08446727693080902
320,1,0.08790405839681625
321,1,0.07490570098161697
322,1,0.07468872517347336
323,1,0.0705752819776535
324,1,0.07888306677341461
325,1,0.09197740256786346
326,1,0.05269823223352432
327,1,0.06796059012413025
328,1,0.09498128294944763
329,1,0.08465708792209625
330,1,0.08143149316310883
331,1,0.07026040554046631
332,1,0.06250329315662384
333,1,0.062219563871622086
334,1,0.07304780185222626
335,1,0.07384751737117767
336,1,0.056365881115198135
337,1,0.051203273236751556
338,1,0.09987567365169525
339,1,0.050852369517087936
340,1,0.08459258824586868
341,1,0.09735379368066788
342,1,0.07762749493122101
343,1,0.07180233299732208
344,1,0.05321558192372322
345,1,0.04880037158727646
346,1,0.09562858939170837
347,1,0.060214243829250336
348,1,0.06493867188692093
349,1,0.06525329500436783
350,1,0.06469613313674927
351,1,0.062222521752119064
352,1,0.06410849839448929
353,1,0.04799356311559677
354,1,0.04847768321633339
355,1,0.06636698544025421
356,1,0.07036508619785309
357,1,0.06340193748474121
358,1,0.07195162773132324
359,1,0.06918390095233917
360,1,0.07770469784736633
361,1,0.07354486733675003
362,1,0.05775747448205948
363,1,0.03414110094308853
364,1,0.07197017967700958
365,1,0.06214379146695137
366,1,0.06832677870988846
367,1,0.08462370932102203
368,1,0.041743431240320206
369,1,0.06509887427091599
370,1,0.05302222818136215
371,1,0.05506569892168045
372,1,0.055001698434352875
373,1,0.07029066979885101
374,1,0.06362118571996689
375,1,0.05518154427409172
376,1,0.08145491778850555
377,1,0.0678994357585907
378,1,0.06487924605607986
379,1,0.03387816250324249
380,1,0.07986366748809814
381,1,0.06916595995426178
382,1,0.07591202110052109
383,1,0.06436102837324142
384,1,0.07416658103466034
385,1,0.07510629296302795
386,1,0.08463586866855621
387,1,0.058676525950431824
388,1,0.0873865932226181
389,1,0.060694120824337006
390,1,0.05713753029704094
391,1,0.044694684445858
392,1,0.05611066520214081
393,1,0.078791543841362
394,1,0.07072961330413818
395,1,0.05943170189857483
396,1,0.07288266718387604
397,1,0.05774984508752823
398,1,0.054503731429576874
399,1,0.06391135603189468
400,1,0.07139679789543152
401,1,0.07801157236099243
402,1,0.07648241519927979
403,1,0.08223123103380203
404,1,0.048284970223903656
405,1,0.06456243991851807
406,1,0.05435704439878464
407,1,0.030718863010406494
408,1,0.06413555145263672
409,1,0.05217881128191948
410,1,0.04493948072195053
411,1,0.05046510696411133
412,1,0.050932131707668304
413,1,0.035477958619594574
414,1,0.09388618916273117
415,1,0.028022024780511856
416,1,0.059848614037036896
417,1,0.030536191537976265
418,1,0.07549992203712463
419,1,0.059442635625600815
420,1,0.045660387724637985
421,1,0.06548173725605011
422,1,0.039462506771087646
423,1,0.04146605357527733
424,1,0.030006762593984604
425,1,0.029288645833730698
426,1,0.0760960802435875
427,1,0.07049603760242462
428,1,0.07466509938240051
429,1,0.047318235039711
430,1,0.06570450961589813
431,1,0.038420386612415314
432,1,0.0441289097070694
433,1,0.04556519165635109
434,1,0.04162675887346268
435,1,0.049703098833560944
436,1,0.06554045528173447
437,1,0.06173253059387207
438,1,0.06742135435342789
439,1,0.053198907524347305
440,1,0.0456816703081131
441,1,0.08009052276611328
442,1,0.03541400283575058
443,1,0.05633142217993736
444,1,0.05772363021969795
445,1,0.04513861984014511
446,1,0.035592272877693176
447,1,0.059290774166584015
448,1,0.047426894307136536
449,1,0.03274540603160858
450,1,0.06396563351154327
451,1,0.04459989815950394
452,1,0.03782416135072708
453,1,0.05884978920221329
454,1,0.046284019947052
455,1,0.04933059215545654
456,1,0.05599013343453407
457,1,0.04531935602426529
458,1,0.07442691177129745
459,1,0.05059663951396942
460,1,0.0561017207801342
461,1,0.06990250945091248
462,1,0.053177740424871445
463,1,0.04555553197860718
464,1,0.038561247289180756
465,1,0.03375227004289627
466,1,0.07187838852405548
467,1,0.048446379601955414
468,1,0.061343058943748474
469,1,0.04727733135223389
470,1,0.04924990236759186
471,1,0.04736875742673874
472,1,0.06233685463666916
473,1,0.0468156635761261
474,1,0.0507451668381691
475,1,0.05756845325231552
476,1,0.07121330499649048
477,1,0.054426468908786774
478,1,0.04990004003047943
479,1,0.07011297345161438
480,1,0.05853935331106186
481,1,0.05629093199968338
482,1,0.05738217383623123
483,1,0.041409995406866074
484,1,0.05094422399997711
485,1,0.05859850347042084
486,1,0.0560077466070652
487,1,0.06482404470443726
488,1,0.05178814381361008
489,1,0.052508458495140076
490,1,0.04638619348406792
491,1,0.06494080275297165
492,1,0.05996813625097275
493,1,0.059312157332897186
494,1,0.02757957950234413
495,1,0.064368337392807
496,1,0.03932773321866989
497,1,0.0507146492600441
498,1,0.06608003377914429
499,1,0.0644087865948677
500,1,0.0845651626586914
501,1,0.04666289687156677
502,1,0.051610853523015976
503,1,0.0584476999938488
504,1,0.028112690895795822
505,1,0.050936292856931686
506,1,0.05527416244149208
507,1,0.06426894664764404
508,1,0.060755230486392975
509,1,0.055779751390218735
510,1,0.06558047980070114
511,1,0.053150344640016556
512,1,0.07324354350566864
513,1,0.051566943526268005
514,1,0.04499901831150055
515,1,0.057625964283943176
516,1,0.054762229323387146
517,1,0.04697398841381073
518,1,0.03507412225008011
519,1,0.06275229156017303
520,1,0.05829592049121857
521,1,0.039004869759082794
522,1,0.06678351759910583
523,1,0.052529945969581604
524,1,0.05679599195718765
525,1,0.0448128804564476
526,1,0.04519558325409889
527,1,0.04075813293457031
528,1,0.036974817514419556
529,1,0.03551209717988968
530,1,0.05568988621234894
531,1,0.05674302205443382
532,1,0.04371372610330582
533,1,0.03872005268931389
534,1,0.039966825395822525
535,1,0.02860589697957039
536,1,0.05554740130901337
537,1,0.033065423369407654
538,1,0.0498189777135849
539,1,0.05235116928815842
540,1,0.05259392410516739
541,1,0.0847044512629509
542,1,0.037687890231609344
543,1,0.034816376864910126
544,1,0.035756129771471024
545,1,0.05660933628678322
546,1,0.05209030210971832
547,1,0.026993174105882645
548,1,0.04143114760518074
549,1,0.04726262390613556
550,1,0.05362421274185181
551,1,0.0783863365650177
552,1,0.06124896928668022
553,1,0.046351075172424316
554,1,0.041840292513370514
555,1,0.04688972607254982
556,1,0.04037845879793167
557,1,0.05187196657061577
558,1,0.05098733305931091
559,1,0.06944984197616577
560,1,0.04470033198595047
561,1,0.029691152274608612
562,1,0.03841235488653183
563,1,0.03459974378347397
564,1,0.0432005450129509
565,1,0.041620444506406784
566,1,0.03545968607068062
567,1,0.06118376553058624
568,1,0.04889146611094475
569,1,0.05157870426774025
570,1,0.02974488027393818
571,1,0.05204510688781738
572,1,0.056468475610017776
573,1,0.04458676278591156
574,1,0.046340253204107285
575,1,0.04635384678840637
576,1,0.060332220047712326
577,1,0.07664188742637634
578,1,0.042889486998319626
579,1,0.05199737474322319
580,1,0.05373793840408325
581,1,0.030574049800634384
582,1,0.035931989550590515
583,1,0.03358619287610054
584,1,0.04404867812991142
585,1,0.06654033809900284
586,1,0.05200694873929024
587,1,0.07851629704236984
588,1,0.02629120461642742
589,1,0.048251040279865265
590,1,0.03223729878664017
591,1,0.045950256288051605
592,1,0.03405731916427612
